ship_layout,probability_map,action
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'R', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.026023024546316356, 0.0, 0.018685452448669888, 0.006110959988520554, 0.018685452448669888, 0.011107551644254568, 0.012146975152168924, 0.02363054211306951, 0.020174442868175817, 0.02666426160792378, 0.005204169738496342, 0.0, 0.02895438578906334, 0.01518724172231008, 0.029883911142543847, 0.017825408755186973, 0.02393098151145578, 0.024812649355044937, 0.022873514158197942, 0.030501170229096427, 0.00495867754984896, 0.0, 0.016844099753845664, 0.002546983389710281, 0.020324230178328878, 0.0007926131974721892, 0.012008272686173731, 0.017750089738414087, 0.026638196727007124, 0.025584172120891546, 0.016028829480387165, 0.030295642337594308, 0.021819549942788428, 0.008113650919772631, 0.013741724611226809, 0.0, 0.02363054211306951, 0.010317527972351411, -0.0, 0.023382003749555187, 0.0, 0.013284203157318457, -0.0, 0.0004902894451762625, 0.013857266204986578, 0.027493365246524036, -0.0, 0.0, 0.011904938321942607, 0, 0.01583714668277513, 0.008984401586290125, 0.026970107219995834, 0.006453306413102089, 0.029552445314759253, 0.02463165110105917, 0.002232407902934035, 0.022873514158197942, 0.005626614646735481, 0.018173136391018436, 0.0, 0.013857266204986578, 0.03025842565408725, 0.0026526095726061207, 0.021414389631148466, 0.012506125906406342, 0.025326038141029728, 0.0, 0.0, 0.007461075149054721, 0.020980374260262405, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'R', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.026023024546316356, 0.0, 0.018685452448669888, 0.006110959988520554, 0.018685452448669888, 0.011107551644254568, 0.012146975152168924, 0.02363054211306951, 0.020174442868175817, 0.02666426160792378, 0.005204169738496342, 0.0, 0.02895438578906334, 0.01518724172231008, 0.029883911142543847, 0.017825408755186973, 0.02393098151145578, 0.024812649355044937, 0.022873514158197942, 0.030501170229096427, 0.00495867754984896, 0.0, 0.016844099753845664, 0.002546983389710281, 0.020324230178328878, 0.0007926131974721892, 0.012008272686173731, 0.017750089738414087, 0.026638196727007124, 0.025584172120891546, 0.016028829480387165, 0.030295642337594308, 0.021819549942788428, 0.008113650919772631, 0.013741724611226809, 0.0, 0.02363054211306951, 0.010317527972351411, -0.0, 0.023382003749555187, 0.0, 0.013284203157318457, -0.0, 0, 0.013857266204986578, 0.027493365246524036, -0.0, 0.0, 0.011904938321942607, 0.0, 0.01583714668277513, 0.008984401586290125, 0.026970107219995834, 0.006453306413102089, 0.029552445314759253, 0.02463165110105917, 0.002232407902934035, 0.022873514158197942, 0.005626614646735481, 0.018173136391018436, 0.0, 0.013857266204986578, 0.03025842565408725, 0.0026526095726061207, 0.021414389631148466, 0.012506125906406342, 0.025326038141029728, 0.0, 0.0, 0.007461075149054721, 0.020980374260262405, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'R', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.02749600434832697, 0.0, 0.02152118418764912, 0.004446892419087845, 0.02152118418764912, 0.005184425740087639, 0.00883924814112645, 0.03309097159379258, 0.01468076656013768, 0.03528251201771217, 0.0016753274743157454, 0.0, 0.03591753025572603, 0.011051623674293702, 0.031575428492485326, 0.010727049650054337, 0.020223744294056635, 0.020968829697783343, 0.03367591573125092, 0.03222762626056899, 0.0008260731110581884, 0.0, 0.010136513381068621, 0.001532734404832968, 0.017175728204182138, 0.0, 0.005604835341044092, 0.015000357419289484, 0.03304432854734066, 0.0244212345197231, 0.013545743980003898, 0.034893353565913776, 0.02706686133651122, 0.0026119483002931005, 0.013117089654121908, 0.0, 0.03309097159379258, 0.006208925491990892, -0.0, 0.030939383974792498, 0.0, 0.011226297913242811, -0.0, -0.0, 0.014641628268462353, 0.02904957066090055, -0.0, 0.0, 0.005556604249718711, 0.0, 0.011524553859935338, 0.005406671073622189, 0.022792067752815972, 0.002077449829138682, 0.03665941513856895, 0.02351201068006259, 0.0003718999920823197, 0.03367591573125092, 0.0018113210326969355, 0.01734707004263657, 0.0, 0.014641628268462353, 0.03485048882379372, 0.00044190198294547596, 0.0329636815603055, 0.010568755498781604, 0.02916955492909813, 0.0, 0.0, 0.0071219293367540785, 0.015267235822660605, 0.0, 0.0]",sense
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'R', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.02749600434832697, 0.0, 0.02152118418764912, 0.004446892419087845, 0.02152118418764912, 0.005184425740087639, 0.00883924814112645, 0.03309097159379258, 0.01468076656013768, 0.03528251201771217, 0.0016753274743157454, 0.0, 0.03591753025572603, 0.011051623674293702, 0.031575428492485326, 0.010727049650054337, 0.020223744294056635, 0.020968829697783343, 0.03367591573125092, 0.03222762626056899, 0.0008260731110581884, 0.0, 0.010136513381068621, 0.001532734404832968, 0.017175728204182138, 0.0, 0.005604835341044092, 0.015000357419289484, 0.03304432854734066, 0.0244212345197231, 0.013545743980003898, 0.034893353565913776, 0.02706686133651122, 0.0026119483002931005, 0.013117089654121908, 0.0, 0.03309097159379258, 0.006208925491990892, -0.0, 0.030939383974792498, 0, 0.011226297913242811, -0.0, -0.0, 0.014641628268462353, 0.02904957066090055, -0.0, 0.0, 0.005556604249718711, 0.0, 0.011524553859935338, 0.005406671073622189, 0.022792067752815972, 0.002077449829138682, 0.03665941513856895, 0.02351201068006259, 0.0003718999920823197, 0.03367591573125092, 0.0018113210326969355, 0.01734707004263657, 0.0, 0.014641628268462353, 0.03485048882379372, 0.00044190198294547596, 0.0329636815603055, 0.010568755498781604, 0.02916955492909813, 0.0, 0.0, 0.0071219293367540785, 0.015267235822660605, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'R', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.026082366460675986, 0.0, 0.02259743466960368, 0.002659368834659005, 0.02259743466960368, 0.003100434851900711, 0.007423309001029652, 0.04351315903174873, 0.008779518229708494, 0.04349434213711113, 0.00077707544606842, 0.0, 0.04111025503671856, 0.00928128910825236, 0.029952057275695877, 0.004975580607139883, 0.014624799032847597, 0.015163607481637842, 0.04686368191283544, 0.030570723936367547, 0.00026427002289843325, 0.0, 0.004701669242539907, 0.0007109357958965329, 0.0124206264466465, 0.0, 0.0017930494820516385, 0.010847507241399596, 0.03782166436351025, 0.020509252272604927, 0.012849323632379141, 0.036638331363830566, 0.030980013510535868, 0.0012115129260844336, 0.01377306071681983, 0.0, 0.04351315903174873, 0.004489983961920286, -0.0, 0.03814037252890411, -0.0, 0.010649126049754114, -0.0, -0.0, 0.013888865787230807, 0.027556060069833816, -0.0, 0.0, 0.0017776198167613019, 0.0, 0.006892012776586974, 0.0025078030419074704, 0.016482081932075208, 0.00034392545520791967, 0.04195939684920987, 0.019745674940557945, 0.0, 0.04686368191283544, 0.0002998673671730758, 0.01456828218113418, 0.0, 0.013888865787230807, 0.03659332300363804, 0.0001413693843663166, 0.048228459555684666, 0.007642794674891526, 0.030628291924103195, 0.0, 0.0, 0.005981083606448716, 0.009130243619993251, 0.0, 0.0]",sense
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'R', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.026082366460675986, 0.0, 0.02259743466960368, 0.002659368834659005, 0.02259743466960368, 0.003100434851900711, 0.007423309001029652, 0.04351315903174873, 0.008779518229708494, 0.04349434213711113, 0.00077707544606842, 0.0, 0.04111025503671856, 0.00928128910825236, 0.029952057275695877, 0.004975580607139883, 0.014624799032847597, 0.015163607481637842, 0.04686368191283544, 0.030570723936367547, 0.00026427002289843325, 0.0, 0.004701669242539907, 0.0007109357958965329, 0.0124206264466465, 0.0, 0.0017930494820516385, 0.010847507241399596, 0.03782166436351025, 0.020509252272604927, 0.012849323632379141, 0.036638331363830566, 0.030980013510535868, 0.0012115129260844336, 0.01377306071681983, 0.0, 0.04351315903174873, 0.004489983961920286, -0.0, 0.03814037252890411, -0.0, 0.010649126049754114, -0.0, -0.0, 0.013888865787230807, 0.027556060069833816, -0.0, 0.0, 0.0017776198167613019, 0.0, 0.006892012776586974, 0.0025078030419074704, 0.016482081932075208, 0.00034392545520791967, 0.04195939684920987, 0.019745674940557945, 0, 0.04686368191283544, 0.0002998673671730758, 0.01456828218113418, 0.0, 0.013888865787230807, 0.03659332300363804, 0.0001413693843663166, 0.048228459555684666, 0.007642794674891526, 0.030628291924103195, 0.0, 0.0, 0.005981083606448716, 0.009130243619993251, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'R', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.0284068622667914, 0.0, 0.02294746936870936, 0.003106386296539933, 0.02294746936870936, 0.0041658221457938965, 0.008671104607697959, 0.03581743093201653, 0.011796381223201435, 0.03839787568840235, 0.0011198037418776335, 0.0, 0.038924694851037514, 0.01084139549367823, 0.03262142516556331, 0.007170055121518348, 0.018321769175655044, 0.018996781803620397, 0.0359674468871233, 0.03329522823650982, 0.0004084390374622212, 0.0, 0.00677533544201524, 0.0008906516610499135, 0.015560408745540476, 0.0, 0.0027712239040171786, 0.01358962426504347, 0.03581093677947438, 0.02395668452663864, 0.01399447274835053, 0.03720585982368373, 0.029333011223150095, 0.0017458494086081556, 0.013986405693108718, 0.0, 0.03581743093201653, 0.00562499693622654, -0.0, 0.03367125955043788, -0.0, 0.011598190578801694, -0.0, -0.0, 0.015126660307248494, 0.0300118934453048, -0.0, 0.0, 0.0027473767889701142, 0.0, 0.009260281484772814, 0.003141744947649227, 0.02064855045293007, 0.0004956134100200189, 0.03972869341312281, 0.023064756287988205, 0.0, 0.0359674468871233, 0.0004970603966266675, 0.017017087491515575, 0.0, 0.015126660307248494, 0.037160154283123276, 0.00021849158161762677, 0.0345124651560386, 0.009574799597299006, 0.031102724757056374, 0.0, 0.0, 0.006073730706932441, 0.012267624667341133, 0.0, 0.0]",sense
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'R', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.0284068622667914, 0.0, 0.02294746936870936, 0.003106386296539933, 0.02294746936870936, 0.0041658221457938965, 0.008671104607697959, 0.03581743093201653, 0.011796381223201435, 0.03839787568840235, 0.0011198037418776335, 0.0, 0.038924694851037514, 0.01084139549367823, 0.03262142516556331, 0.007170055121518348, 0.018321769175655044, 0.018996781803620397, 0.0359674468871233, 0.03329522823650982, 0.0004084390374622212, 0.0, 0.00677533544201524, 0.0008906516610499135, 0.015560408745540476, 0.0, 0.0027712239040171786, 0.01358962426504347, 0.03581093677947438, 0.02395668452663864, 0.01399447274835053, 0.03720585982368373, 0.029333011223150095, 0.0017458494086081556, 0.013986405693108718, 0.0, 0.03581743093201653, 0.00562499693622654, -0.0, 0.03367125955043788, -0.0, 0.011598190578801694, -0.0, -0.0, 0.015126660307248494, 0.0300118934453048, -0.0, 0.0, 0.0027473767889701142, 0.0, 0.009260281484772814, 0.003141744947649227, 0.02064855045293007, 0.0004956134100200189, 0.03972869341312281, 0.023064756287988205, 0.0, 0.0359674468871233, 0, 0.017017087491515575, 0.0, 0.015126660307248494, 0.037160154283123276, 0.00021849158161762677, 0.0345124651560386, 0.009574799597299006, 0.031102724757056374, 0.0, 0.0, 0.006073730706932441, 0.012267624667341133, 0.0, 0.0]",left
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'R', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.030276106960006655, 0.0, 0.022803995696406263, 0.0030869643444982695, 0.022803995696406263, 0.005477461464718433, 0.009911783437680986, 0.028851522935884902, 0.015510557415047824, 0.03317279938982216, 0.0015791418185574588, 0.0, 0.036066230540969496, 0.012392603844288926, 0.03476799895126201, 0.010111177039618226, 0.02246184366381742, 0.02328938536981199, 0.027013652420630783, 0.03548613999951872, 0.0006177419262927417, 0.0, 0.009554545257458073, 0.0009492588340380814, 0.01907651303957286, 0.0, 0.0036437638509571797, 0.016660400683195097, 0.0331811336407222, 0.02738445442142179, 0.01491534509509263, 0.03697323890787255, 0.027178919431060832, 0.00246198838862088, 0.01389895897055867, 0.0, 0.028851522935884902, 0.006896048115203661, -0.0, 0.029089368050813223, -0.0, 0.012361381387653145, -0.0, -0.0, 0.014015822604235912, 0.03198675332349558, -0.0, 0.0, 0.004155258616844005, 0.0, 0.012175948278661388, 0.00334847985612571, 0.02531439555381144, 0.0006076045837512904, 0.03681118686254753, 0.026364907322934828, 0.0, 0.027013652420630783, 0.0, 0.019451926090965643, 0.0, 0.01612203351108344, 0.036927819130488995, 0.0002872852408939937, 0.02416846477317598, 0.010204846068738189, 0.03090826226239837, 0.0, 0.0, 0.005247234298165307, 0.016130175275686106, 0.0, 0.0]",sense
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'R', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.030276106960006655, 0.0, 0.022803995696406263, 0.0030869643444982695, 0.022803995696406263, 0.005477461464718433, 0.009911783437680986, 0.028851522935884902, 0.015510557415047824, 0.03317279938982216, 0.0015791418185574588, 0.0, 0.036066230540969496, 0.012392603844288926, 0.03476799895126201, 0.010111177039618226, 0.02246184366381742, 0.02328938536981199, 0.027013652420630783, 0.03548613999951872, 0.0006177419262927417, 0.0, 0.009554545257458073, 0.0009492588340380814, 0.01907651303957286, 0.0, 0.0036437638509571797, 0.016660400683195097, 0.0331811336407222, 0.02738445442142179, 0.01491534509509263, 0.03697323890787255, 0.027178919431060832, 0.00246198838862088, 0.01389895897055867, 0.0, 0.028851522935884902, 0.006896048115203661, -0.0, 0.029089368050813223, -0.0, 0.012361381387653145, -0.0, -0.0, 0.014015822604235912, 0.03198675332349558, -0.0, 0.0, 0, 0.0, 0.012175948278661388, 0.00334847985612571, 0.02531439555381144, 0.0006076045837512904, 0.03681118686254753, 0.026364907322934828, 0.0, 0.027013652420630783, 0.0, 0.019451926090965643, 0.0, 0.01612203351108344, 0.036927819130488995, 0.0002872852408939937, 0.02416846477317598, 0.010204846068738189, 0.03090826226239837, 0.0, 0.0, 0.005247234298165307, 0.016130175275686106, 0.0, 0.0]",up
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'R', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.03210616669562072, 0.0, 0.02254751902337129, 0.003052245238452338, 0.02254751902337129, 0.006229717742409093, 0.009800305551358626, 0.02312356084990332, 0.02029166445880633, 0.028514693417828117, 0.001926241731252729, 0.0, 0.03324971693300415, 0.012253224156336938, 0.03686957413239826, 0.014187066190204461, 0.027399021492347037, 0.028408459244996118, 0.020186855034730243, 0.03763112370139519, 0.0008081599877453751, 0.0, 0.013406052080162162, 0.0010066374254515617, 0.02326958546204508, 0.0, 0.004766948824096991, 0.017667449855989597, 0.03058992538233073, 0.031145344001811962, 0.013750563752609194, 0.03655740067352695, 0.025056440999597928, 0.0030031405161275214, 0.011947274910843065, 0.0, 0.02312356084990332, 0.007312884401558515, -0.0, 0.02500465522791534, -0.0, 0.011396046270304926, -0.0, -0.0, 0.012921287508675642, 0.03392021423403055, -0.0, 0.0, 0.0, 0.0, 0.013848152380590317, 0.0035508809828064002, 0.030878572490552973, 0.000741157818486075, 0.03393649751551567, 0.029985775707342472, 0.0, 0.020186855034730243, 0.0, 0.02212338870359323, 0.0, 0.017096540716512076, 0.0365124917326454, 0.0003267400371244021, 0.01683967893715806, 0.010821684882367916, 0.0305606368558736, 0.0, 0.0, 0.004510420587223716, 0.02110227863496466, 0.0, 0.0]",sense
"['#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'M', 'O', 'O', 'O', 'O', 'R', '#', '#', 'O', '#', '#', '#', 'O', 'O', '#', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', 'O', '#', '#', '#', '#', 'O', '#', 'O', 'O', 'O', '#', 'O', 'O', '#', '#', '#', '#', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', '#', '#', '#', 'O', 'O', '#', 'O', 'O', 'O', '#', '#', 'O', 'O', '#', '#', 'O', 'O', 'O', 'O', '#', 'O', 'O', 'O', 'O', 'O', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#', '#']","[0.03210616669562072, 0.0, 0.02254751902337129, 0.003052245238452338, 0.02254751902337129, 0.006229717742409093, 0.009800305551358626, 0.02312356084990332, 0.02029166445880633, 0.028514693417828117, 0.001926241731252729, 0.0, 0.03324971693300415, 0.012253224156336938, 0.03686957413239826, 0.014187066190204461, 0.027399021492347037, 0.028408459244996118, 0.020186855034730243, 0.03763112370139519, 0.0008081599877453751, 0.0, 0, 0.0010066374254515617, 0.02326958546204508, 0.0, 0.004766948824096991, 0.017667449855989597, 0.03058992538233073, 0.031145344001811962, 0.013750563752609194, 0.03655740067352695, 0.025056440999597928, 0.0030031405161275214, 0.011947274910843065, 0.0, 0.02312356084990332, 0.007312884401558515, -0.0, 0.02500465522791534, -0.0, 0.011396046270304926, -0.0, -0.0, 0.012921287508675642, 0.03392021423403055, -0.0, 0.0, 0.0, 0.0, 0.013848152380590317, 0.0035508809828064002, 0.030878572490552973, 0.000741157818486075, 0.03393649751551567, 0.029985775707342472, 0.0, 0.020186855034730243, 0.0, 0.02212338870359323, 0.0, 0.017096540716512076, 0.0365124917326454, 0.0003267400371244021, 0.01683967893715806, 0.010821684882367916, 0.0305606368558736, 0.0, 0.0, 0.004510420587223716, 0.02110227863496466, 0.0, 0.0]",left
